id,paragraph_id,source_id
1870,106216,349
1871,106217,349
1872,106218,46
1873,106218,251
1874,106218,341
1875,106219,341
1876,106220,341
1877,106222,169
1878,106222,345
1879,106223,349
1880,106223,350
1881,106223,351
1882,106224,350
1883,106225,350
1884,106226,316
1885,106226,349
1886,106226,350
1887,106229,352
1888,106238,355
1889,106240,354
1890,106241,354
1891,106245,356
1892,106247,353
1893,106248,353
